"ns","lu.from","lu.to","value"
"113051","Plantations","Cropland",1
"113053","Plantations","Cropland",1
"113056","Plantations","Cropland",1
"113063","Plantations","Cropland",0
"113080","Plantations","Cropland",1
"113369","Plantations","Cropland",1
"113577","Plantations","Cropland",1
"113586","Plantations","Cropland",1
"113598","Plantations","Cropland",1
"113601","Plantations","Cropland",1
"113611","Plantations","Cropland",0
"113612","Plantations","Cropland",1
"113613","Plantations","Cropland",1
"113616","Plantations","Cropland",1
"114866","Plantations","Cropland",0
"114867","Plantations","Cropland",0
"114868","Plantations","Cropland",0
"114873","Plantations","Cropland",0
"114875","Plantations","Cropland",1
"115251","Plantations","Cropland",1
"115267","Plantations","Cropland",1
"115508","Plantations","Cropland",0
"115514","Plantations","Cropland",0
"115516","Plantations","Cropland",1
"115521","Plantations","Cropland",1
"115526","Plantations","Cropland",0
"115532","Plantations","Cropland",1
"117269","Plantations","Cropland",1
"117303","Plantations","Cropland",1
"117304","Plantations","Cropland",1
"117305","Plantations","Cropland",1
"117327","Plantations","Cropland",0
"117329","Plantations","Cropland",0
"117333","Plantations","Cropland",1
"117334","Plantations","Cropland",1
"117395","Plantations","Cropland",1
"117421","Plantations","Cropland",1
"117453","Plantations","Cropland",1
"117454","Plantations","Cropland",1
"117455","Plantations","Cropland",1
"117457","Plantations","Cropland",1
"117458","Plantations","Cropland",1
"117493","Plantations","Cropland",1
"117513","Plantations","Cropland",1
"117531","Plantations","Cropland",1
"117532","Plantations","Cropland",1
"117543","Plantations","Cropland",1
"117558","Plantations","Cropland",0
"117608","Plantations","Cropland",1
"117625","Plantations","Cropland",0
"117627","Plantations","Cropland",0
"117642","Plantations","Cropland",1
"117643","Plantations","Cropland",1
"125039","Plantations","Cropland",0
"125040","Plantations","Cropland",0
"125046","Plantations","Cropland",0
"125047","Plantations","Cropland",0
"125048","Plantations","Cropland",0
"125053","Plantations","Cropland",1
"125055","Plantations","Cropland",0
"127232","Plantations","Cropland",1
"127244","Plantations","Cropland",1
"127246","Plantations","Cropland",1
"127248","Plantations","Cropland",1
"127255","Plantations","Cropland",1
"127257","Plantations","Cropland",1
"127283","Plantations","Cropland",1
"127285","Plantations","Cropland",1
"127288","Plantations","Cropland",1
"127289","Plantations","Cropland",0
"127292","Plantations","Cropland",0
"127295","Plantations","Cropland",0
"127296","Plantations","Cropland",1
"127297","Plantations","Cropland",1
"127310","Plantations","Cropland",1
"127312","Plantations","Cropland",1
"127346","Plantations","Cropland",1
"127347","Plantations","Cropland",0
"127990","Plantations","Cropland",1
"128072","Plantations","Cropland",1
"128075","Plantations","Cropland",1
"128238","Plantations","Cropland",1
"132384","Plantations","Cropland",1
"132392","Plantations","Cropland",1
"132393","Plantations","Cropland",1
"132394","Plantations","Cropland",1
"132395","Plantations","Cropland",1
"132396","Plantations","Cropland",1
"132397","Plantations","Cropland",0
"132410","Plantations","Cropland",0
"132411","Plantations","Cropland",0
"132412","Plantations","Cropland",0
"132413","Plantations","Cropland",0
"132414","Plantations","Cropland",0
"132415","Plantations","Cropland",1
"132416","Plantations","Cropland",1
"132418","Plantations","Cropland",0
"132421","Plantations","Cropland",1
"132423","Plantations","Cropland",1
"132425","Plantations","Cropland",1
"132426","Plantations","Cropland",1
"132427","Plantations","Cropland",1
"132428","Plantations","Cropland",1
"132429","Plantations","Cropland",1
"132430","Plantations","Cropland",1
"132431","Plantations","Cropland",1
"132442","Plantations","Cropland",0
"132443","Plantations","Cropland",0
"132444","Plantations","Cropland",0
"132445","Plantations","Cropland",0
"132446","Plantations","Cropland",0
"132447","Plantations","Cropland",0
"132448","Plantations","Cropland",0
"132449","Plantations","Cropland",1
"132450","Plantations","Cropland",0
"132451","Plantations","Cropland",0
"132453","Plantations","Cropland",0
"132455","Plantations","Cropland",1
"132457","Plantations","Cropland",1
"132458","Plantations","Cropland",1
"132459","Plantations","Cropland",1
"132460","Plantations","Cropland",1
"132461","Plantations","Cropland",1
"132462","Plantations","Cropland",1
"132463","Plantations","Cropland",1
"132464","Plantations","Cropland",1
"132465","Plantations","Cropland",1
"132484","Plantations","Cropland",1
"132485","Plantations","Cropland",1
"132486","Plantations","Cropland",1
"132487","Plantations","Cropland",1
"132488","Plantations","Cropland",0
"132489","Plantations","Cropland",1
"132490","Plantations","Cropland",1
"132491","Plantations","Cropland",1
"132492","Plantations","Cropland",1
"132493","Plantations","Cropland",1
"132494","Plantations","Cropland",1
"132495","Plantations","Cropland",1
"132496","Plantations","Cropland",1
"132497","Plantations","Cropland",1
"132498","Plantations","Cropland",1
"132499","Plantations","Cropland",1
"132500","Plantations","Cropland",1
"132501","Plantations","Cropland",0
"132502","Plantations","Cropland",1
"132503","Plantations","Cropland",1
"132504","Plantations","Cropland",1
"132505","Plantations","Cropland",1
"132506","Plantations","Cropland",1
"132507","Plantations","Cropland",1
"132508","Plantations","Cropland",1
"132536","Plantations","Cropland",1
"132537","Plantations","Cropland",1
"132538","Plantations","Cropland",1
"132539","Plantations","Cropland",0
"132540","Plantations","Cropland",1
"132541","Plantations","Cropland",0
"132542","Plantations","Cropland",1
"132543","Plantations","Cropland",1
"132544","Plantations","Cropland",1
"132545","Plantations","Cropland",1
"132546","Plantations","Cropland",1
"132547","Plantations","Cropland",1
"132548","Plantations","Cropland",1
"132549","Plantations","Cropland",1
"132550","Plantations","Cropland",1
"132551","Plantations","Cropland",1
"132552","Plantations","Cropland",1
"132553","Plantations","Cropland",1
"132554","Plantations","Cropland",1
"132555","Plantations","Cropland",1
"132556","Plantations","Cropland",1
"132557","Plantations","Cropland",1
"132558","Plantations","Cropland",1
"132559","Plantations","Cropland",1
"132560","Plantations","Cropland",1
"132584","Plantations","Cropland",1
"132585","Plantations","Cropland",1
"132586","Plantations","Cropland",1
"132587","Plantations","Cropland",0
"132588","Plantations","Cropland",0
"132589","Plantations","Cropland",1
"132590","Plantations","Cropland",0
"132591","Plantations","Cropland",1
"132592","Plantations","Cropland",1
"132593","Plantations","Cropland",1
"132594","Plantations","Cropland",1
"132595","Plantations","Cropland",1
"132596","Plantations","Cropland",1
"132597","Plantations","Cropland",1
"132598","Plantations","Cropland",1
"132599","Plantations","Cropland",1
"132600","Plantations","Cropland",1
"132601","Plantations","Cropland",1
"132602","Plantations","Cropland",1
"132603","Plantations","Cropland",1
"132604","Plantations","Cropland",1
"132605","Plantations","Cropland",1
"132606","Plantations","Cropland",1
"132607","Plantations","Cropland",1
"132622","Plantations","Cropland",0
"132623","Plantations","Cropland",0
"132624","Plantations","Cropland",1
"132625","Plantations","Cropland",1
"132626","Plantations","Cropland",1
"132627","Plantations","Cropland",1
"132628","Plantations","Cropland",1
"132629","Plantations","Cropland",1
"132630","Plantations","Cropland",1
"132631","Plantations","Cropland",1
"132632","Plantations","Cropland",1
"132633","Plantations","Cropland",1
"132634","Plantations","Cropland",1
"132635","Plantations","Cropland",1
"132636","Plantations","Cropland",1
"132637","Plantations","Cropland",1
"132638","Plantations","Cropland",1
"132639","Plantations","Cropland",1
"132640","Plantations","Cropland",1
"132641","Plantations","Cropland",1
"132642","Plantations","Cropland",1
"132643","Plantations","Cropland",1
"132644","Plantations","Cropland",1
"132645","Plantations","Cropland",1
"132646","Plantations","Cropland",1
"132653","Plantations","Cropland",0
"132654","Plantations","Cropland",0
"132655","Plantations","Cropland",0
"132656","Plantations","Cropland",0
"132657","Plantations","Cropland",0
"132658","Plantations","Cropland",0
"132659","Plantations","Cropland",0
"132660","Plantations","Cropland",0
"132661","Plantations","Cropland",0
"132662","Plantations","Cropland",1
"132663","Plantations","Cropland",1
"132664","Plantations","Cropland",1
"132665","Plantations","Cropland",1
"132666","Plantations","Cropland",1
"132667","Plantations","Cropland",1
"132668","Plantations","Cropland",1
"132669","Plantations","Cropland",1
"132670","Plantations","Cropland",1
"132671","Plantations","Cropland",1
"132672","Plantations","Cropland",1
"132673","Plantations","Cropland",1
"132674","Plantations","Cropland",1
"132675","Plantations","Cropland",1
"132676","Plantations","Cropland",1
"132677","Plantations","Cropland",1
"132678","Plantations","Cropland",1
"132679","Plantations","Cropland",1
"132680","Plantations","Cropland",1
"132681","Plantations","Cropland",1
"132691","Plantations","Cropland",1
"132692","Plantations","Cropland",0
"132693","Plantations","Cropland",0
"132694","Plantations","Cropland",0
"132695","Plantations","Cropland",0
"132696","Plantations","Cropland",0
"132697","Plantations","Cropland",0
"132698","Plantations","Cropland",1
"132699","Plantations","Cropland",1
"132701","Plantations","Cropland",0
"132702","Plantations","Cropland",1
"132703","Plantations","Cropland",1
"132704","Plantations","Cropland",1
"132705","Plantations","Cropland",1
"132706","Plantations","Cropland",1
"132707","Plantations","Cropland",1
"132708","Plantations","Cropland",1
"132710","Plantations","Cropland",1
"132711","Plantations","Cropland",1
"132712","Plantations","Cropland",1
"132713","Plantations","Cropland",1
"132714","Plantations","Cropland",1
"132715","Plantations","Cropland",1
"132716","Plantations","Cropland",1
"132717","Plantations","Cropland",1
"132718","Plantations","Cropland",1
"132719","Plantations","Cropland",1
"132720","Plantations","Cropland",1
"132733","Plantations","Cropland",0
"132734","Plantations","Cropland",1
"132735","Plantations","Cropland",1
"132736","Plantations","Cropland",1
"132737","Plantations","Cropland",1
"132738","Plantations","Cropland",1
"132739","Plantations","Cropland",1
"132740","Plantations","Cropland",1
"132741","Plantations","Cropland",1
"132742","Plantations","Cropland",1
"132743","Plantations","Cropland",1
"132744","Plantations","Cropland",1
"132745","Plantations","Cropland",1
"132747","Plantations","Cropland",1
"132748","Plantations","Cropland",1
"132749","Plantations","Cropland",1
"132750","Plantations","Cropland",1
"132751","Plantations","Cropland",1
"132752","Plantations","Cropland",1
"132753","Plantations","Cropland",1
"132754","Plantations","Cropland",1
"132766","Plantations","Cropland",1
"132767","Plantations","Cropland",0
"132768","Plantations","Cropland",1
"132769","Plantations","Cropland",0
"132770","Plantations","Cropland",0
"132771","Plantations","Cropland",1
"132772","Plantations","Cropland",0
"132773","Plantations","Cropland",1
"132774","Plantations","Cropland",1
"132775","Plantations","Cropland",1
"132776","Plantations","Cropland",1
"132779","Plantations","Cropland",1
"132780","Plantations","Cropland",1
"132781","Plantations","Cropland",1
"132782","Plantations","Cropland",1
"132783","Plantations","Cropland",1
"132785","Plantations","Cropland",1
"132796","Plantations","Cropland",1
"132797","Plantations","Cropland",1
"132798","Plantations","Cropland",0
"132799","Plantations","Cropland",1
"132800","Plantations","Cropland",1
"132801","Plantations","Cropland",1
"132802","Plantations","Cropland",1
"132803","Plantations","Cropland",1
"132804","Plantations","Cropland",1
"132805","Plantations","Cropland",1
"132806","Plantations","Cropland",0
"132808","Plantations","Cropland",1
"132809","Plantations","Cropland",1
"132810","Plantations","Cropland",1
"132826","Plantations","Cropland",0
"132827","Plantations","Cropland",0
"132828","Plantations","Cropland",0
"132829","Plantations","Cropland",1
"132830","Plantations","Cropland",1
"132831","Plantations","Cropland",1
"132832","Plantations","Cropland",1
"132833","Plantations","Cropland",0
"132834","Plantations","Cropland",0
"132835","Plantations","Cropland",0
"132836","Plantations","Cropland",0
"132837","Plantations","Cropland",0
"132839","Plantations","Cropland",1
"132853","Plantations","Cropland",0
"132854","Plantations","Cropland",0
"132855","Plantations","Cropland",0
"132856","Plantations","Cropland",0
"132857","Plantations","Cropland",0
"132858","Plantations","Cropland",0
"132868","Plantations","Cropland",0
"132869","Plantations","Cropland",0
"132870","Plantations","Cropland",0
"132871","Plantations","Cropland",0
"132872","Plantations","Cropland",0
"132873","Plantations","Cropland",0
"132874","Plantations","Cropland",0
"132875","Plantations","Cropland",0
"132876","Plantations","Cropland",0
"132877","Plantations","Cropland",0
"132878","Plantations","Cropland",0
"132890","Plantations","Cropland",1
"132891","Plantations","Cropland",0
"132892","Plantations","Cropland",0
"132893","Plantations","Cropland",0
"132894","Plantations","Cropland",0
"132895","Plantations","Cropland",0
"132896","Plantations","Cropland",0
"132897","Plantations","Cropland",0
"132898","Plantations","Cropland",0
"132899","Plantations","Cropland",0
"132900","Plantations","Cropland",0
"132901","Plantations","Cropland",0
"132902","Plantations","Cropland",0
"132903","Plantations","Cropland",0
"132915","Plantations","Cropland",1
"132916","Plantations","Cropland",1
"132917","Plantations","Cropland",1
"132918","Plantations","Cropland",0
"132919","Plantations","Cropland",0
"132920","Plantations","Cropland",0
"132921","Plantations","Cropland",0
"132922","Plantations","Cropland",0
"132923","Plantations","Cropland",0
"132924","Plantations","Cropland",0
"132925","Plantations","Cropland",0
"132926","Plantations","Cropland",0
"132937","Plantations","Cropland",0
"132938","Plantations","Cropland",0
"141870","Plantations","Cropland",1
"141872","Plantations","Cropland",1
"144995","Plantations","Cropland",1
"144997","Plantations","Cropland",1
