"ns","times","ks","value"
"81448","2090","totPop",57.5607203162043
"81448","2090","ruralPop",0.0470224431472576
"81448","2100","totPop",55.6502884517002
"81448","2100","ruralPop",0.04294828520766
"81449","2000","totPop",175.582227154581
"81449","2000","ruralPop",1
"81449","2010","totPop",123.531074782069
"81449","2010","ruralPop",0.00797162810392107
"81449","2020","totPop",130.594228805549
"81449","2020","ruralPop",0.00731856211392375
"81449","2030","totPop",135.588432288425
"81449","2030","ruralPop",0.00688382103793016
"81449","2040","totPop",139.043929891928
"81449","2040","ruralPop",0.00491257389665262
"81449","2050","totPop",140.497662094753
"81449","2050","ruralPop",0.00482423643938142
"81449","2060","totPop",139.920649040838
"81449","2060","ruralPop",0.00479705409912141
"81449","2070","totPop",137.854991048169
"81449","2070","ruralPop",0.00409009592511032
"81449","2080","totPop",134.745306450099
"81449","2080","ruralPop",0.00413071583480107
"81449","2090","totPop",130.662732228793
"81449","2090","ruralPop",0.00421945366499853
"81449","2100","totPop",126.839026565678
"81449","2100","ruralPop",0.00389484765350053
"81450","2000","totPop",198.085536821704
"81450","2000","ruralPop",0.943342868487104
"81450","2010","totPop",150.514833657067
"81450","2010","ruralPop",0.00219525039343463
"81450","2020","totPop",159.346703353355
"81450","2020","ruralPop",0
"81450","2030","totPop",166.447133649644
"81450","2030","ruralPop",0
"81450","2040","totPop",171.144041008038
"81450","2040","ruralPop",0
"81450","2050","totPop",173.490125987121
"81450","2050","ruralPop",0
"81450","2060","totPop",173.291164447854
"81450","2060","ruralPop",0
"81450","2070","totPop",171.331752228084
"81450","2070","ruralPop",0
"81450","2080","totPop",167.488717816355
"81450","2080","ruralPop",0
"81450","2090","totPop",163.155982172234
"81450","2090","ruralPop",0
"81450","2100","totPop",158.176620793624
"81450","2100","ruralPop",0
"81451","2000","totPop",8.12550437285901
"81451","2000","ruralPop",0.74019890581972
"81451","2010","totPop",7.44698744310393
"81451","2010","ruralPop",0.203120790560212
"81451","2020","totPop",7.91914426816704
"81451","2020","ruralPop",0.155169517148992
"81451","2030","totPop",8.29713679439901
"81451","2030","ruralPop",0.148422379564669
"81451","2040","totPop",8.57896189073556
"81451","2040","ruralPop",0.134516599571615
"81451","2050","totPop",8.74258055849509
"81451","2050","ruralPop",0.131999101829823
"81451","2060","totPop",8.79400351497253
"81451","2060","ruralPop",0.131227210695301
"81451","2070","totPop",8.7586082724096
"81451","2070","ruralPop",0.131757509715412
"81451","2080","totPop",8.62237077530413
"81451","2080","ruralPop",0.133839382632617
"81451","2090","totPop",8.45407738034218
"81451","2090","ruralPop",0.136503692771915
"81451","2100","totPop",8.25239206303908
"81451","2100","ruralPop",0.139839763222487
"81452","2000","totPop",5.0443143172962
"81452","2000","ruralPop",1
"81452","2010","totPop",3.47689872582248
"81452","2010","ruralPop",1
"81452","2020","totPop",3.79321925242075
"81452","2020","ruralPop",1
"81452","2030","totPop",3.91669989473762
"81452","2030","ruralPop",1
"81452","2040","totPop",4.03912956107119
"81452","2040","ruralPop",1
"81452","2050","totPop",4.05226582729907
"81452","2050","ruralPop",1
"81452","2060","totPop",4.04385858768863
"81452","2060","ruralPop",1
"81452","2070","totPop",4.03912956107119
"81452","2070","ruralPop",1
"81452","2080","totPop",3.91197084782532
"81452","2080","ruralPop",1
"81452","2090","totPop",3.79321925242075
"81452","2090","ruralPop",1
"81452","2100","totPop",3.59565026936242
"81452","2100","ruralPop",0.375712404477905
"81453","2000","totPop",1.21939322992879
"81453","2000","ruralPop",1
"81453","2010","totPop",0.609696614964394
"81453","2010","ruralPop",1
"81453","2020","totPop",1.21939322992879
"81453","2020","ruralPop",1
"81453","2030","totPop",1.21939322992879
"81453","2030","ruralPop",1
"81453","2040","totPop",1.21939322992879
"81453","2040","ruralPop",1
"81453","2050","totPop",1.21939322992879
"81453","2050","ruralPop",1
"81453","2060","totPop",1.21939322992879
"81453","2060","ruralPop",1
"81453","2070","totPop",1.21939322992879
"81453","2070","ruralPop",1
"81453","2080","totPop",1.21939322992879
"81453","2080","ruralPop",1
"81453","2090","totPop",1.21939322992879
"81453","2090","ruralPop",1
"81453","2100","totPop",0.609696614964394
"81453","2100","ruralPop",1
"81454","2000","totPop",1.22773577898301
"81454","2000","ruralPop",1
"81454","2010","totPop",0.613867889491503
"81454","2010","ruralPop",1
"81454","2020","totPop",1.14247632752679
"81454","2020","ruralPop",1
"81454","2030","totPop",1.22773577898301
"81454","2030","ruralPop",1
"81454","2040","totPop",1.22773577898301
"81454","2040","ruralPop",1
"81454","2050","totPop",1.22773577898301
"81454","2050","ruralPop",1
"81454","2060","totPop",1.22773577898301
"81454","2060","ruralPop",1
"81454","2070","totPop",1.22773577898301
"81454","2070","ruralPop",1
"81454","2080","totPop",1.22773577898301
"81454","2080","ruralPop",1
"81454","2090","totPop",1.14247632752679
"81454","2090","ruralPop",1
"81454","2100","totPop",0.613867889491503
"81454","2100","ruralPop",1
"81455","2000","totPop",0.632990516219591
"81455","2000","ruralPop",1
"81455","2010","totPop",0.632990516219591
"81455","2010","ruralPop",1
"81455","2020","totPop",0.632990516219591
"81455","2020","ruralPop",1
"81455","2030","totPop",0.632990516219591
"81455","2030","ruralPop",1
"81455","2040","totPop",0.632990516219591
"81455","2040","ruralPop",1
"81455","2050","totPop",0.632990516219591
"81455","2050","ruralPop",1
"81455","2060","totPop",0.632990516219591
"81455","2060","ruralPop",1
"81455","2070","totPop",0.632990516219591
"81455","2070","ruralPop",1
"81455","2080","totPop",0.632990516219591
"81455","2080","ruralPop",1
"81455","2090","totPop",0.632990516219591
"81455","2090","ruralPop",1
"81455","2100","totPop",0.632990516219591
"81455","2100","ruralPop",1
"81456","2000","totPop",0.502795180617481
"81456","2000","ruralPop",1
"81456","2010","totPop",0.502795180617481
"81456","2010","ruralPop",1
"81456","2020","totPop",0.502795180617481
"81456","2020","ruralPop",1
"81456","2030","totPop",0.502795180617481
"81456","2030","ruralPop",1
"81456","2040","totPop",0.502795180617481
"81456","2040","ruralPop",1
"81456","2050","totPop",0.502795180617481
"81456","2050","ruralPop",1
"81456","2060","totPop",0.502795180617481
"81456","2060","ruralPop",1
"81456","2070","totPop",0.502795180617481
"81456","2070","ruralPop",1
"81456","2080","totPop",0.502795180617481
"81456","2080","ruralPop",1
"81456","2090","totPop",0.502795180617481
"81456","2090","ruralPop",1
"81456","2100","totPop",0.502795180617481
"81456","2100","ruralPop",1
"81457","2000","totPop",0.428979725345731
"81457","2000","ruralPop",1
"81457","2010","totPop",0.428979725345731
"81457","2010","ruralPop",1
"81457","2020","totPop",0.428979725345731
"81457","2020","ruralPop",1
"81457","2030","totPop",0.428979725345731
"81457","2030","ruralPop",1
"81457","2040","totPop",0.428979725345731
"81457","2040","ruralPop",1
"81457","2050","totPop",0.428979725345731
"81457","2050","ruralPop",1
"81457","2060","totPop",0.428979725345731
"81457","2060","ruralPop",1
"81457","2070","totPop",0.428979725345731
"81457","2070","ruralPop",1
"81457","2080","totPop",0.428979725345731
"81457","2080","ruralPop",1
"81457","2090","totPop",0.428979725345731
"81457","2090","ruralPop",1
"81457","2100","totPop",0.428979725345731
"81457","2100","ruralPop",1
"81458","2000","totPop",0.432610387299857
"81458","2000","ruralPop",1
"81458","2010","totPop",0.432610387299857
"81458","2010","ruralPop",1
"81458","2020","totPop",0.432610387299857
"81458","2020","ruralPop",1
"81458","2030","totPop",0.432610387299857
"81458","2030","ruralPop",1
"81458","2040","totPop",0.432610387299857
"81458","2040","ruralPop",1
"81458","2050","totPop",0.432610387299857
"81458","2050","ruralPop",1
"81458","2060","totPop",0.432610387299857
"81458","2060","ruralPop",1
"81458","2070","totPop",0.432610387299857
"81458","2070","ruralPop",1
"81458","2080","totPop",0.432610387299857
"81458","2080","ruralPop",1
"81458","2090","totPop",0.432610387299857
"81458","2090","ruralPop",1
"81458","2100","totPop",0.432610387299857
"81458","2100","ruralPop",1
"81459","2000","totPop",85.0441816896678
"81459","2000","ruralPop",1
"81459","2010","totPop",60.702418229411
"81459","2010","ruralPop",0.0505205394603195
"81459","2020","totPop",64.2752877232434
"81459","2020","ruralPop",0.0504163687441689
"81459","2030","totPop",66.4744241290278
"81459","2030","ruralPop",0.0138499917303267
"81459","2040","totPop",68.351398371637
"81459","2040","ruralPop",0.000638370142233327
"81459","2050","totPop",69.2000731097608
"81459","2050","ruralPop",0.000630541124301127
"81459","2060","totPop",68.8931831680981
"81459","2060","ruralPop",0.000633351367484383
"81459","2070","totPop",68.0903240708501
"81459","2070","ruralPop",0.000640823670232786
"81459","2080","totPop",66.459879581793
"81459","2080","ruralPop",0.000656542591541172
"81459","2090","totPop",64.2847416464884
"81459","2090","ruralPop",0.000678757360713887
"81459","2100","totPop",62.6310258119465
"81459","2100","ruralPop",0.00069667614843353
"81460","2000","totPop",101.943592170674
"81460","2000","ruralPop",1
"81460","2010","totPop",72.8929687501357
"81460","2010","ruralPop",0
"81460","2020","totPop",76.8544172537811
"81460","2020","ruralPop",0
"81460","2030","totPop",79.8892114901814
"81460","2030","ruralPop",0
"81460","2040","totPop",82.1363485919749
"81460","2040","ruralPop",0
"81460","2050","totPop",82.7965900092491
"81460","2050","ruralPop",0
"81460","2060","totPop",82.7965900092491
"81460","2060","ruralPop",0
"81460","2070","totPop",81.4761071747007
"81460","2070","ruralPop",0
"81460","2080","totPop",79.495382922878
"81460","2080","ruralPop",0
"81460","2090","totPop",77.2482458210845
"81460","2090","ruralPop",0
"81460","2100","totPop",74.8736930019584
"81460","2100","ruralPop",0
"81461","2000","totPop",102.214016273757
"81461","2000","ruralPop",0.953837799716697
"81461","2010","totPop",76.8455451893942
"81461","2010","ruralPop",0
"81461","2020","totPop",81.3419268737039
"81461","2020","ruralPop",0
"81461","2030","totPop",85.0426500823737
"81461","2030","ruralPop",0
"81461","2040","totPop",87.3987796906279
"81461","2040","ruralPop",0
"81461","2050","totPop",88.3609661155281
"81461","2050","ruralPop",0
"81461","2060","totPop",88.4719895481965
"81461","2060","ruralPop",0
"81461","2070","totPop",87.2260781730862
"81461","2070","ruralPop",0
"81461","2080","totPop",85.2461910658664
"81461","2080","ruralPop",0
"81461","2090","totPop",83.1182738444597
"81461","2090","ruralPop",0
"81461","2100","totPop",80.3982404014485
"81461","2100","ruralPop",0
"81462","2000","totPop",11.6230871453515
"81462","2000","ruralPop",1
"81462","2010","totPop",8.20617950787155
"81462","2010","ruralPop",1
"81462","2020","totPop",8.87835803848928
"81462","2020","ruralPop",1
"81462","2030","totPop",8.90636553068495
"81462","2030","ruralPop",1
"81462","2040","totPop",9.54120079179505
"81462","2040","ruralPop",1
"81462","2050","totPop",9.56920820386082
"81462","2050","ruralPop",1
"81462","2060","totPop",9.55987242654887
"81462","2060","ruralPop",1
"81462","2070","totPop",9.53186501448309
"81462","2070","ruralPop",1
"81462","2080","totPop",8.90636553068495
"81462","2080","ruralPop",1
"81462","2090","totPop",8.87835803848928
"81462","2090","ruralPop",1
"81462","2100","totPop",8.23418700006722
"81462","2100","ruralPop",0.960317460858092
"81463","2000","totPop",11.532597395329
"81463","2000","ruralPop",1
"81463","2010","totPop",8.14065698493809
"81463","2010","ruralPop",1
"81463","2020","totPop",8.81904506701626
"81463","2020","ruralPop",1
"81463","2030","totPop",8.81904506701626
"81463","2030","ruralPop",1
"81463","2040","totPop",9.49533936670483
"81463","2040","ruralPop",1
"81463","2050","totPop",9.49743314909444
"81463","2050","ruralPop",1
"81463","2060","totPop",9.49743314909444
"81463","2060","ruralPop",1
"81463","2070","totPop",9.49533936670483
"81463","2070","ruralPop",1
"81463","2080","totPop",8.81904506701626
"81463","2080","ruralPop",1
"81463","2090","totPop",8.81904506701626
"81463","2090","ruralPop",1
"81463","2100","totPop",8.14065698493809
"81463","2100","ruralPop",1
"81464","2000","totPop",11.0703867624824
"81464","2000","ruralPop",1
"81464","2010","totPop",7.64655554581579
"81464","2010","ruralPop",1
"81464","2020","totPop",8.33132172384472
"81464","2020","ruralPop",1
"81464","2030","totPop",8.90196031437615
"81464","2030","ruralPop",1
"81464","2040","totPop",9.01608790187366
"81464","2040","ruralPop",1
"81464","2050","totPop",9.01608790187366
"81464","2050","ruralPop",1
"81464","2060","totPop",9.01608790187366
"81464","2060","ruralPop",1
"81464","2070","totPop",9.01608790187366
"81464","2070","ruralPop",1
"81464","2080","totPop",8.33132172384472
"81464","2080","ruralPop",1
"81464","2090","totPop",8.33132172384472
"81464","2090","ruralPop",1
"81464","2100","totPop",8.21719413634722
"81464","2100","ruralPop",1
"81486","2000","totPop",3.22329799792903
"81486","2000","ruralPop",1
"81486","2010","totPop",2.14886533195269
"81486","2010","ruralPop",1
"81486","2020","totPop",2.44731873642846
"81486","2020","ruralPop",1
"81486","2030","totPop",2.50700946855657
"81486","2030","ruralPop",1
"81486","2040","totPop",2.56670020068467
"81486","2040","ruralPop",1
"81486","2050","totPop",2.56670020068467
"81486","2050","ruralPop",1
"81486","2060","totPop",2.56670020068467
"81486","2060","ruralPop",1
"81486","2070","totPop",2.56670020068467
"81486","2070","ruralPop",1
"81486","2080","totPop",2.50700946855657
"81486","2080","ruralPop",1
"81486","2090","totPop",2.44731873642846
"81486","2090","ruralPop",1
"81486","2100","totPop",2.14886533195269
"81486","2100","ruralPop",1
"81487","2000","totPop",3.23925108514911
"81487","2000","ruralPop",1
"81487","2010","totPop",2.14950303013106
"81487","2010","ruralPop",1
"81487","2020","totPop",2.65938513108421
"81487","2020","ruralPop",1
"81487","2030","totPop",2.65938513108421
"81487","2030","ruralPop",1
"81487","2040","totPop",2.65938513108421
"81487","2040","ruralPop",1
"81487","2050","totPop",2.65938513108421
"81487","2050","ruralPop",1
"81487","2060","totPop",2.65938513108421
"81487","2060","ruralPop",1
"81487","2070","totPop",2.65938513108421
"81487","2070","ruralPop",1
"81487","2080","totPop",2.65938513108421
"81487","2080","ruralPop",1
"81487","2090","totPop",2.64938748068795
"81487","2090","ruralPop",1
"81487","2100","totPop",2.13950533682938
"81487","2100","ruralPop",1
"81488","2000","totPop",11.7654132716627
"81488","2000","ruralPop",1
"81488","2010","totPop",8.35003701763776
"81488","2010","ruralPop",1
"81488","2020","totPop",8.89263894422833
"81488","2020","ruralPop",1
"81488","2030","totPop",9.05240480300674
"81488","2030","ruralPop",1
"81488","2040","totPop",9.43524063795952
"81488","2040","ruralPop",1
"81488","2050","totPop",9.59500649673793
"81488","2050","ruralPop",1
"81488","2060","totPop",9.59500649673793
"81488","2060","ruralPop",1
"81488","2070","totPop",9.43524063795952
"81488","2070","ruralPop",1
"81488","2080","totPop",9.05240480300674
"81488","2080","ruralPop",1
"81488","2090","totPop",8.89263894422833
"81488","2090","ruralPop",1
"81488","2100","totPop",8.50980310927556
"81488","2100","ruralPop",0.680835989944692
"81489","2000","totPop",17.8352809715268
"81489","2000","ruralPop",1
"81489","2010","totPop",12.6267274904542
"81489","2010","ruralPop",1
"81489","2020","totPop",13.3584699660138
"81489","2020","ruralPop",1
"81489","2030","totPop",13.9015959667138
"81489","2030","ruralPop",1
"81489","2040","totPop",14.1758098507033
"81489","2040","ruralPop",0.786630335007536
"81489","2050","totPop",14.5628910573361
"81489","2050","ruralPop",0.769206754392684
"81489","2060","totPop",14.537893731973
"81489","2060","ruralPop",0.499062106742064
"81489","2070","totPop",14.1477824294785
"81489","2070","ruralPop",0.451464362373844
"81489","2080","totPop",13.8743261312202
"81489","2080","ruralPop",0.428477843284793
"81489","2090","totPop",13.3721048447507
"81489","2090","ruralPop",0.407975967574041
"81489","2100","totPop",13.0910733328448
"81489","2100","ruralPop",0.067642615078162
"81490","2000","totPop",38.8549610081857
